ID,I_STATE,RR,AA,FFF,NNNNNNNNNN,DD,MM,YYYY,UPSZN_DATE,DATE_UPSZN,TR_DATE,RECEIPT_CREATE_FLAG,C_REQUESTFILE,C_RESPONSEFILE,I_MODE,STATE,STATEDESCRIPTION,MSGID,STATUS,STATUSDESCRIPTION,SUM_TOTAL,SUM_GRANTED,SUM_DENIED,COUNT_TOTAL,COUNT_GRANTED,COUNT_DENIED,REPORT_DATE,COPY_DATE,SERVICE, 
6357,70,74,08,000,0002,01,02,2019,18.02.2019,19.02.2019,18.02.2019,1,RO74080000002022019,RU74080000002022019,finish,1,ESB126305: regId реєстру співпадає з отриманим раніше,303710eb-8cc9-4204-979e-04168d356379,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6456,70,16,29,000,0008,01,02,2019,18.02.2019,19.02.2019,19.02.2019,1,RO16290000008022019,RU16290000008022019,finish,1,,c12f7ac0-c698-4f93-bad3-9bcc7fc18df1,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
7992,70,30,06,000,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI30060000002022019,PI30060000002022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,5820056,47,0,0,4009,,,01.02.2019,,transferencePens, 
7993,70,30,08,000,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI30080000002022019,PI30080000002022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,28328288,82,0,0,15957,,,01.02.2019,,transferencePens, 
7994,70,30,09,000,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI30090000002022019,PI30090000002022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,16539689,65,0,0,11780,,,01.02.2019,,transferencePens, 
7995,70,30,10,000,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI30100000002022019,PI30100000002022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,12624108,11,0,0,8090,,,01.02.2019,,transferencePens, 
7996,70,32,16,001,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32160010001022019,PI32160010001022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,2181992,95,0,0,1328,,,01.02.2019,,transferencePens, 
7997,70,32,16,002,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32160020001022019,PI32160020001022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,279700,97,0,0,153,,,01.02.2019,,transferencePens, 
7998,70,32,16,003,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32160030001022019,PI32160030001022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,345464,62,0,0,197,,,01.02.2019,,transferencePens, 
7999,41,32,17,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32170000001022019,PI32170000001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8000,41,32,19,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32190000001022019,PI32190000001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8001,70,32,19,000,0003,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32190000003022019,PI32190000003022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,798395,17,0,0,580,,,01.02.2019,,transferencePens, 
8002,70,32,20,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32200000001022019,PI32200000001022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,3997181,22,0,0,1974,,,01.02.2019,,transferencePens, 
8003,41,32,21,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32210000001022019,PI32210000001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8004,41,32,21,000,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32210000002022019,PI32210000002022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8005,41,32,22,001,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32220010002022019,PI32220010002022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8006,41,32,22,002,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32220020002022019,PI32220020002022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8007,41,32,22,003,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32220030001022019,PI32220030001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8008,41,32,22,005,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32220050002022019,PI32220050002022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8009,41,32,22,006,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32220060001022019,PI32220060001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8010,41,32,23,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32230000001022019,PI32230000001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8011,41,32,24,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32240000001022019,PI32240000001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8012,70,32,24,000,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32240000002022019,PI32240000002022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,7494880,21,0,0,3827,,,01.02.2019,,transferencePens, 
8013,70,32,25,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32250000001022019,PI32250000001022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,6913869,57,0,0,3739,,,01.02.2019,,transferencePens, 
8014,41,32,26,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32260000001022019,PI32260000001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8015,41,32,27,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32270000001022019,PI32270000001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8016,70,32,28,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32280000001022019,PI32280000001022019,push,1,,,ECCSuccess,IOC-000:Помилки відсутні,4630805,17,0,0,2243,,,01.02.2019,,transferencePens, 
8017,41,32,30,000,0002,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32300000002022019,PI32300000002022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8018,41,32,31,001,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI32310010001022019,PI32310010001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8181,41,56,16,006,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160060001022019,PI56160060001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8182,41,56,16,007,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160070001022019,PI56160070001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8183,41,56,16,008,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160080001022019,PI56160080001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8184,41,56,16,009,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160090001022019,PI56160090001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8185,41,56,16,010,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160100001022019,PI56160100001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8186,41,56,16,011,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160110001022019,PI56160110001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8187,41,56,16,012,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160120001022019,PI56160120001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8188,41,56,16,013,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160130001022019,PI56160130001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8189,41,56,16,014,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160140001022019,PI56160140001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8190,41,56,16,015,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160150001022019,PI56160150001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8191,41,56,16,016,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160160001022019,PI56160160001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
8192,41,56,16,017,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,PI56160170001022019,PI56160170001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferencePens, 
4203,70,14,36,000,0005,01,02,2019,12.02.2019,12.02.2019,12.02.2019,1,RO14360000005022019,RU14360000005022019,finish,1,,fbe27911-eb0e-475d-994a-0f7083483a81,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
4266,70,68,18,000,0004,01,02,2019,12.02.2019,12.02.2019,12.02.2019,1,RO68180000004022019,RU68180000004022019,finish,1,,fe7b04ea-2936-490b-8408-43209c39b669,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
4323,70,59,06,000,0004,01,02,2019,13.02.2019,13.02.2019,13.02.2019,1,RO59060000004022019,RU59060000004022019,finish,1,,e61d5629-1ca0-48a5-ba1f-8d1eda556005,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
4423,70,63,20,000,0003,01,02,2019,13.02.2019,13.02.2019,13.02.2019,1,RO63200000003022019,RU63200000003022019,finish,1,,b9cc5686-4da0-4213-baab-46c884150f34,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
4637,70,16,21,000,0014,01,02,2019,13.02.2019,13.02.2019,13.02.2019,1,RO16210000014022019,RU16210000014022019,finish,1,,b472337e-22e8-441a-b2b6-bc962a3191ca,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
4742,70,48,01,001,0006,01,02,2019,14.02.2019,14.02.2019,14.02.2019,1,RO48010010006022019,RU48010010006022019,finish,1,,28134523-3505-4109-b4e4-ca1794e31d3c,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
4865,70,77,25,002,0007,01,02,2019,14.02.2019,14.02.2019,14.02.2019,1,RO77250020007022019,RU77250020007022019,finish,1,,90ba3f05-4f53-4cc0-834d-b4142865018c,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
4909,70,48,03,003,0001,01,02,2019,14.02.2019,14.02.2019,14.02.2019,1,RO48030030001022019,RU48030030001022019,finish,1,,7e7d2879-80ae-4981-a0eb-8a267cf9d984,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,0,0,01.02.2019,,recipient, 
5121,70,09,27,001,0001,01,02,2019,15.02.2019,15.02.2019,15.02.2019,1,RO09270010001022019,RU09270010001022019,finish,1,,c2180e63-187b-453d-a8a2-98fe683270eb,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
5594,70,35,16,000,0016,01,02,2019,18.02.2019,18.02.2019,18.02.2019,1,RD35160000016022019,RT35160000016022019,finish,1,,c6c30950-a739-41da-a40f-981e3d35d9ed,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
5673,70,09,26,001,0003,01,02,2019,18.02.2019,18.02.2019,18.02.2019,1,RO09260010003022019,RU09260010003022019,finish,1,,4decf43e-b061-46e5-9b1b-3f289b7ee069,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
5803,70,26,17,000,0007,01,02,2019,18.02.2019,19.02.2019,19.02.2019,1,RO26170000007022019,RU26170000007022019,finish,1,,4e4c7cc6-9606-4583-93a2-065e5bf8d6e3,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6105,70,56,07,000,0005,01,02,2019,18.02.2019,19.02.2019,18.02.2019,1,RO56070000005022019,RU56070000005022019,finish,1,ESB126305: regId реєстру співпадає з отриманим раніше,07351bce-f657-4850-ac7d-5de1efb8b808,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6187,70,14,12,000,0007,01,02,2019,18.02.2019,18.02.2019,18.02.2019,1,RD14120000007022019,RT14120000007022019,finish,1,,6970b127-0ccb-4a60-9fe1-8bdfc4a92366,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6235,70,68,22,000,0009,01,02,2019,18.02.2019,19.02.2019,18.02.2019,1,RO68220000009022019,RU68220000009022019,finish,1,ESB126305: regId реєстру співпадає з отриманим раніше,14088060-6a22-47ff-90f0-69acec9fd9b7,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6242,70,05,20,000,0017,01,02,2019,18.02.2019,18.02.2019,18.02.2019,1,RD05200000017022019,RT05200000017022019,finish,1,,c6607369-a7cb-40e6-b6ae-d7c7642a7237,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6290,70,16,17,000,0010,01,02,2019,18.02.2019,18.02.2019,18.02.2019,1,RO16170000010022019,RU16170000010022019,finish,1,,33bba4ec-0ab0-497f-9da7-eeae5728a4fd,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6311,70,30,07,000,0008,01,02,2019,18.02.2019,22.02.2019,22.02.2019,1,RO30070000008022019,RU30070000008022019,finish,1,ESB126305: regId реєстру співпадає з отриманим раніше,a9d27fe2-2c69-4817-a8fb-41f4a6c44cf1,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6359,70,74,16,000,0004,01,02,2019,18.02.2019,22.02.2019,22.02.2019,1,RO74160000004022019,RU74160000004022019,finish,1,ESB126305: regId реєстру співпадає з отриманим раніше,66bfd26a-4ec6-4f0e-9c9d-a85898163963,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6384,70,13,21,001,0006,01,02,2019,18.02.2019,18.02.2019,18.02.2019,1,RO13210010006022019,RU13210010006022019,finish,1,,9fab5a1b-8799-4547-891a-8ffa411d6f82,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6388,70,14,22,000,0018,01,02,2019,18.02.2019,18.02.2019,18.02.2019,1,RO14220000018022019,RU14220000018022019,finish,1,,d42321d8-753e-400b-87d8-190501e376a3,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6392,70,16,05,000,0013,01,02,2019,18.02.2019,18.02.2019,18.02.2019,1,RO16050000013022019,RU16050000013022019,finish,1,,92179952-de3b-4b65-805c-1d2b01287559,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6396,70,16,15,000,0010,01,02,2019,18.02.2019,18.02.2019,18.02.2019,1,RO16150000010022019,RU16150000010022019,finish,1,,49427fb8-05f0-4b5f-8f2d-7b2374ada7ae,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6400,70,26,11,001,0004,01,02,2019,18.02.2019,19.02.2019,19.02.2019,1,RO26110010004022019,RU26110010004022019,finish,1,,22e4ac81-dc2c-4a5e-8aff-a75f28ffe9bb,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6404,70,32,49,000,0010,01,02,2019,18.02.2019,19.02.2019,18.02.2019,1,RO32490000010022019,RU32490000010022019,finish,1,ESB126305: regId реєстру співпадає з отриманим раніше,,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6459,70,05,10,000,0017,01,02,2019,18.02.2019,19.02.2019,19.02.2019,1,RO05100000017022019,RU05100000017022019,finish,1,,d482f637-979f-411d-8851-9812828c2507,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6500,70,09,20,001,0008,01,02,2019,19.02.2019,19.02.2019,19.02.2019,1,RO09200010008022019,RU09200010008022019,finish,1,,8244995b-d230-48bc-b9a2-8ccb332aecb2,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6504,70,14,34,000,0014,01,02,2019,19.02.2019,19.02.2019,19.02.2019,1,RO14340000014022019,RU14340000014022019,finish,1,,db22a40e-99ea-46f2-a343-30ab46fd3328,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6508,70,16,30,000,0010,01,02,2019,19.02.2019,19.02.2019,19.02.2019,1,RO16300000010022019,RU16300000010022019,finish,1,,ae2a01c6-5866-4142-ae48-a2a01bf76c8c,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6512,41,35,23,000,0010,01,02,2019,19.02.2019,19.02.2019,19.02.2019,1,RO35230000010022019,RO35230000010022019,push,-1,,,ECCFailed,IOC-006:Помилка - відсутність фуйлу підпису,0,0,0,,,,01.02.2019,,recipient, 
6516,70,56,20,000,0011,01,02,2019,19.02.2019,19.02.2019,19.02.2019,1,RO56200000011022019,RU56200000011022019,finish,1,,887fa513-866b-48cc-b517-6240557bc92a,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
6520,70,65,01,000,0001,01,02,2019,19.02.2019,19.02.2019,19.02.2019,1,RO65010000001022019,RU65010000001022019,finish,1,ESB126305: regId реєстру співпадає з отриманим раніше,6130cf83-fa7b-41b3-ae7c-3265f4832e4a,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
8723,70,05,14,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI05140000001022019,RI05140000001022019,check,1, ,171b2e68-5055-4955-9a6e-e4c9f3286176,EBKInprogress,IOC-000:Помилки відсутні,1262935,3,0,0,726,,,01.02.2019,,transferenceData, 
8724,70,05,15,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI05150000001022019,RI05150000001022019,check,1, ,d93151a7-2277-4a1b-b183-18abf2c3bfda,EBKInprogress,IOC-000:Помилки відсутні,53884,76,0,0,72,,,01.02.2019,,transferenceData, 
8953,41,14,36,002,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,RI14360020001022019,RI14360020001022019,check,-1,,d48afaa0-df4f-43c0-8964-b54615ad7209,EBKInprogress,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferenceData, 
8721,70,05,12,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI05120000001022019,RI05120000001022019,check,1, ,853f8a25-6ca4-4cb8-bdfb-91cb348a3f63,EBKInprogress,IOC-000:Помилки відсутні,579134,77,0,0,378,,,01.02.2019,,transferenceData, 
8722,41,05,13,001,0001,01,02,2019,20.02.2019,20.02.2019,21.02.2019,1,RI05130010001022019,RI05130010001022019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferenceData, 
8954,70,14,37,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14370000001022019,RI14370000001022019,check,1, ,83cb42f1-734a-41b7-8b17-0637fa7736bc,EBKInprogress,IOC-000:Помилки відсутні,211198,13,0,0,175,,,01.02.2019,,transferenceData, 
8955,41,14,38,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,RI14380000001022019,RI14380000001022019,check,-1,,dadc2ee3-c029-4bd8-93b1-e863f42e833b,EBKInprogress,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferenceData, 
8956,70,14,39,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14390000001022019,RI14390000001022019,check,1, ,c568c0aa-64ca-408a-80b8-d83792b82e47,EBKInprogress,IOC-000:Помилки відсутні,1701919,59,0,0,942,,,01.02.2019,,transferenceData, 
8957,70,14,40,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14400000001022019,RI14400000001022019,check,1, ,4a143e17-4188-4f8c-9136-b8060bae06b0,EBKInprogress,IOC-000:Помилки відсутні,978144,71,0,0,500,,,01.02.2019,,transferenceData, 
8958,70,14,41,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14410000001022019,RI14410000001022019,check,1, ,3b8bb43e-ed5a-4746-badf-e668d4f2887e,EBKInprogress,IOC-000:Помилки відсутні,74015,27,0,0,46,,,01.02.2019,,transferenceData, 
8960,70,14,43,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14430000001022019,RI14430000001022019,check,1, ,d68d71c0-d863-477f-94db-b6b6fd1b1378,EBKInprogress,IOC-000:Помилки відсутні,643603,39,0,0,564,,,01.02.2019,,transferenceData, 
8961,41,14,45,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,RI14450000001022019,RI14450000001022019,check,-1,,bae34a9f-6972-441a-a413-b970dcebb0dd,EBKInprogress,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferenceData, 
8962,70,14,45,001,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14450010001022019,RI14450010001022019,check,1, ,98ae6e9f-560c-4632-b950-796959a7f518,EBKInprogress,IOC-000:Помилки відсутні,259068,78,0,0,223,,,01.02.2019,,transferenceData, 
8963,70,14,48,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14480000001022019,RI14480000001022019,check,1, ,078d3119-c9a8-41ae-9950-f0de18d17442,EBKInprogress,IOC-000:Помилки відсутні,263137,21,0,0,187,,,01.02.2019,,transferenceData, 
8964,70,14,49,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14490000001022019,RI14490000001022019,check,1, ,bb2418e3-2793-4281-8bfc-02f81a3a1a1c,EBKInprogress,IOC-000:Помилки відсутні,660,72,0,0,1,,,01.02.2019,,transferenceData, 
8965,70,14,51,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14510000001022019,RI14510000001022019,check,1, ,1c183838-a831-4084-a7c6-138c838a4f69,EBKInprogress,IOC-000:Помилки відсутні,2470077,07,0,0,1166,,,01.02.2019,,transferenceData, 
8966,41,14,55,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,RI14550000001022019,RI14550000001022019,check,-1,,0a2ecfae-756b-4e7e-87a0-eea56fda4c34,EBKInprogress,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferenceData, 
8967,70,14,58,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI14580000001022019,RI14580000001022019,check,1, ,f84dbe4c-f00d-45fb-8a07-0f9b3cd15305,EBKInprogress,IOC-000:Помилки відсутні,83389,42,0,0,99,,,01.02.2019,,transferenceData, 
9042,70,21,13,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI21130000001022019,RI21130000001022019,check,1, ,f7ebc216-aab7-4c83-b3cc-b0f488a96aab,EBKInprogress,IOC-000:Помилки відсутні,18776,2,0,0,12,,,01.02.2019,,transferenceData, 
9043,41,21,14,000,0001,01,02,2019,20.02.2019,20.02.2019,20.02.2019,1,RI21140000001022019,RI21140000001022019,check,-1,,77ccbe81-ac35-4861-946f-70234e123cda,EBKInprogress,IOC-001:Помилка XSD-схеми,0,0,0,,,,01.02.2019,,transferenceData, 
9044,70,21,15,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI21150000001022019,RI21150000001022019,check,1, ,2edf3818-8f51-4ffa-a29d-572854217093,EBKInprogress,IOC-000:Помилки відсутні,1184494,12,0,0,622,,,01.02.2019,,transferenceData, 
9045,70,21,16,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI21160000001022019,RI21160000001022019,check,1, ,008b4658-3fcd-4601-b1e6-05e306f23d8a,EBKInprogress,IOC-000:Помилки відсутні,95014,69,0,0,72,,,01.02.2019,,transferenceData, 
9047,70,21,18,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI21180000001022019,RI21180000001022019,check,1, ,f37d1154-332e-4261-8604-29703addebb4,EBKInprogress,IOC-000:Помилки відсутні,621823,49,0,0,357,,,01.02.2019,,transferenceData, 
9048,70,21,33,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI21330000001022019,RI21330000001022019,check,1, ,b8ac4926-280e-4ed5-b929-ad0b38a94264,EBKInprogress,IOC-000:Помилки відсутні,424992,5,0,0,264,,,01.02.2019,,transferenceData, 
9049,70,23,01,000,0001,01,02,2019,20.02.2019,20.02.2019,22.02.2019,1,RI23010000001022019,RI23010000001022019,check,1, ,30074853-3c27-42ee-9f44-d7d79db09627,EBKInprogress,IOC-000:Помилки відсутні,2163506,8,0,0,2173,,,01.02.2019,,transferenceData, 
4205,70,14,36,002,0001,01,02,2019,12.02.2019,12.02.2019,12.02.2019,1,RO14360020001022019,RU14360020001022019,finish,1,,7e9e7697-1862-48bd-9438-038f6d37c781,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
4268,70,68,22,000,0006,01,02,2019,12.02.2019,12.02.2019,12.02.2019,1,RO68220000006022019,RU68220000006022019,finish,1,,31586281-53df-4c87-a2fe-a8bbdd367a08,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,0,0,0,01.02.2019,,recipient, 
